,text,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment_encoded,sentiment_textblob
17494,may cry **** weather **** burnt (nt literally jus shins arms n chest) legs hurt lyk biatch slightly enjoy tho ha,negative,29,135,3.8214285714285716,6,0,0,0,0,positive
17495,ran rain,neutral,5,25,4.2,3,0,0,0,1,neutral
17496,bed bit. need revise 2moro.,neutral,10,44,3.5,4,0,0,0,1,neutral
17497,haha modern studies..... favourite subject haha guessing dont feel same? ****,positive,21,104,4.666666666666667,6,0,0,0,2,positive
17498,"eat pasta bake, favourite food! later flea market you`re lilime",positive,19,97,4.388888888888889,6,0,0,0,2,neutral
17499,waiting final shipwrecked start. goodtimes. <3,positive,12,64,4.818181818181818,5,0,0,0,2,positive
17500,lol. reaction mention new goal kona triathlon boston marathon done.,positive,23,113,4.136363636363637,10,0,0,0,2,positive
17501,yes. secure masculinity.,positive,9,37,4.142857142857143,3,0,0,1,2,positive
17502,following tomorrow!! sleep well,positive,9,45,5.285714285714286,3,0,0,0,2,neutral
17503,"thanks 2 become friend,twitter.. selalu ada ruang untuk sahabat",positive,11,67,5.7,1,0,1,0,2,positive
17504,yeah made twitter,neutral,5,23,4.75,1,0,0,0,1,neutral
17505,morning twitter bugsssss 8:48am starts no,positive,10,62,5.3,2,0,0,0,2,neutral
17506,don`t want work tonight,negative,7,32,3.7142857142857144,2,0,0,0,0,neutral
17507,true lol problem unfollowing..not mad,positive,8,50,5.375,3,0,0,0,2,positive
17508,would back bed. horrible headache pounding behind eyes skull,negative,18,93,4.222222222222222,7,0,0,0,0,negative
17509,oh noo.. cant see,negative,7,23,2.8333333333333335,2,0,0,0,0,neutral
17510,merlin wasn`t bad. already watched bt course,neutral,12,58,4.2727272727272725,4,0,0,1,1,negative
17511,_g yup that`s watch movies,neutral,10,43,3.4,3,0,0,2,1,neutral
17512,aww thanks! glad appreciated weather much yesterday!,positive,14,65,5.2,2,0,0,1,2,positive
17513,_85 aaaargh help -it`s conspiracy lol! today lizzi?,neutral,12,65,4.5,3,0,0,1,1,positive
17514,11:11 make wish,positive,4,17,3.5,1,0,0,0,2,neutral
17515,?,neutral,8,29,3.142857142857143,6,0,0,0,1,neutral
17516,loving warm weather... rain please?! water bill bad,neutral,19,93,3.9473684210526314,9,0,0,0,1,positive
17517,especially you`re vampire,neutral,7,36,5.0,3,0,0,0,1,neutral
17518,_loves_nkotb yup...as always....wonder v ever come back earth...getting kinda comfy,positive,17,111,5.588235294117647,7,0,0,1,2,neutral
17519,chopped fringe last night tired hang eyes. made mess,negative,19,84,3.473684210526316,8,0,0,1,0,negative
17520,ugh really hot today already even noon yet want ice water!,negative,17,77,3.8125,5,0,0,0,0,positive
17521,apparently so! falling apart front eyes,negative,12,54,4.3,3,0,0,0,0,positive
17522,talking best mate boyfriend msn,neutral,10,47,3.8,5,0,0,0,1,positive
17523,listening revenge kiss inspiration... don`t think kristie really digging though,neutral,17,100,4.9411764705882355,6,0,0,0,1,positive
17524,"gotta used pocketwit now, **** twikini",neutral,9,49,4.555555555555555,2,0,0,0,1,neutral
17525,regret movie audition today seems neighbors gonna call back . ,negative,23,121,4.714285714285714,6,0,0,1,0,neutral
17526,"brother`s back!! && found really small dead bird deck sad, basically cried.",negative,19,94,4.222222222222222,6,0,0,0,0,negative
17527,"iowa sometimes, gets frustrating.",negative,9,50,5.25,3,0,0,0,0,negative
17528,"happy 'star wars' day, twitters.  :*",positive,8,56,7.0,0,0,0,0,2,positive
17529,days aight! cleaning mostly! went mcds check hader toy..no luck ate chickfila,negative,22,107,4.3,8,0,0,0,0,positive
17530,math class ugh. rather class act. **** quiz gotta act fast,negative,17,67,3.923076923076923,2,0,0,0,0,positive
17531,working allll long.,neutral,7,33,3.857142857142857,3,0,0,0,1,negative
17532,sooooo excited see also love.....let craziness begin 7 daysssssss yahoooo,positive,16,90,5.357142857142857,3,0,1,1,2,positive
17533,lose gut lol seriously gained lil im liking looks.,negative,19,85,3.526315789473684,9,0,0,0,0,positive
17534,omg. period cramps ftl. much pain.,negative,8,41,4.25,1,0,0,2,0,positive
17535,gawd rain strong,negative,6,27,3.6666666666666665,3,0,0,0,0,positive
17536,am! lol used 2 talkin 2 ya..!,positive,12,46,2.9166666666666665,4,0,2,0,2,positive
17537,im cardiff today. shopping,neutral,6,35,5.0,1,0,0,0,1,neutral
17538,want see 'too fast transport 60 seconds',neutral,12,52,3.727272727272727,3,0,1,1,1,positive
17539,exhausted coming home swim morning! tiring remember! happy mothers,negative,18,105,4.888888888888889,6,0,0,4,0,positive
17540,cheese chips.,negative,8,32,3.5714285714285716,5,0,0,0,0,neutral
17541,cool. **** itch. sunburned volcano,negative,10,49,4.444444444444445,3,0,0,0,0,positive
17542,morning!,positive,3,14,6.0,0,0,0,0,2,neutral
17543,ito en tea apple delicious!!!!!!!!!! (looks need quihote buy more!!) goodnight,positive,19,104,4.526315789473684,3,0,0,5,2,positive
17544,"feels sinus headache brewing, can`t take drugs.",negative,9,53,5.0,2,0,0,0,0,neutral
17545,"fab placement, working weekend.",positive,11,56,4.181818181818182,5,0,0,0,2,neutral
17546,selling feria urbana. ladies love laser-cut felt.,positive,15,81,4.466666666666667,4,0,0,0,2,positive
17547,found  **** frenchies set precedent,neutral,13,84,5.538461538461538,4,0,0,0,1,neutral
17548,early,neutral,4,15,3.0,3,0,0,0,1,positive
17549,"woooooo im seeing glasgow come, september agessss away",positive,17,80,4.571428571428571,6,0,0,0,2,neutral
17550,"feet killing, i`ve walked miles search art shop...doesn`t seem ealing one",negative,18,98,4.5,5,0,0,0,0,neutral
17551,watching scariest places earth love stuff,positive,10,53,4.4,2,0,0,1,2,positive
17552,lol cant drink!!,positive,4,18,3.75,1,0,0,0,2,positive
17553,getting puppyyy!!!! name him? think romeo cute.,positive,14,69,4.3076923076923075,2,0,0,5,2,positive
17554,middle breakfast school called.yep...back shey...again.3rd migraine week maybe one never went away,negative,21,132,5.333333333333333,7,0,0,0,0,neutral
17555,"4.30am, sleep timeee. wanted watch gossip girl way tired goodnight!",negative,17,89,4.5625,3,0,0,1,0,negative
17556,eh..not sure daw guesting ni cha monday,neutral,9,43,4.375,1,0,0,0,1,positive
17557,think workshop,positive,6,27,3.6666666666666665,3,0,0,0,2,neutral
17558,hannah movie @ 6.30,neutral,6,28,3.8333333333333335,1,0,0,0,1,neutral
17559,"niqhty niqht niqht .. toqether, great ;; ily yall !!",positive,14,62,4.083333333333333,1,0,0,1,2,positive
17560,"really want artesia , cerritos sunday quest! lol. imma die dont",neutral,19,86,3.5789473684210527,4,0,0,8,1,positive
17561,nothing charley biggs chicken @ 7:53am,neutral,7,43,5.285714285714286,0,0,0,1,1,negative
17562,"thought one best heroes, pitty killing characters use thing!? lol",positive,28,128,3.8846153846153846,15,0,0,0,2,positive
17563,moooorning! fancy coffee?,neutral,5,28,6.0,1,0,0,0,1,neutral
17564,hello there!,neutral,3,13,5.5,0,0,0,0,1,neutral
17565,__d make awayyyyy,neutral,6,24,3.8,1,0,0,0,1,neutral
17566,"can`t pets appartment really want, rat yet.",negative,15,69,3.6666666666666665,6,0,0,2,0,positive
17567,uhhh. bring can. matthew keren never seen it.,neutral,16,73,4.142857142857143,6,0,0,0,1,neutral
17568,r u stressin` bout mare?,neutral,7,30,4.0,0,0,0,0,1,neutral
17569,heard can`t make it!!,neutral,8,33,3.7142857142857144,2,0,0,1,1,neutral
17570,upsidedown tomato plants died!,negative,4,30,6.75,0,0,0,0,0,neutral
17571,"ah, finally home comfy bed. goodnight",positive,9,46,4.222222222222222,3,0,0,0,2,neutral
17572,nothing getting work finding cover extra shifts week... looks another 40 hr work week.,negative,23,124,4.434782608695652,7,0,1,0,0,neutral
17573,"hey twitter friends, tho few!!!!",neutral,7,40,4.857142857142857,2,0,0,0,1,negative
17574,mad calls..txt..fb msgs homie finally calls back worried..i think care far 2 much..but anything happened 2,negative,25,137,4.52,7,0,2,2,0,negative
17575,wish wish eat that....burger.,negative,10,47,3.8,2,0,0,3,0,neutral
17576,"oh look! traditional chinese, charming love ? miss shutters doors...",neutral,20,98,4.647058823529412,5,0,0,1,1,positive
17577,it. poor thing gonna choice much longer though,positive,15,70,4.0,5,0,0,0,2,negative
17578,: year summer school.,neutral,8,37,3.75,3,0,0,1,1,neutral
17579,"i`ve heard st isn`t true imax- shot 1828x1556 blown 4096, still- nice big screen!",positive,20,100,4.2631578947368425,5,0,0,1,2,positive
17580,im cookie wont comment heh. 2 girls sang crush btw? wud u know?,neutral,23,95,3.4761904761904763,8,0,1,0,1,neutral
17581,"trying thing, running online business well running regular business 'real' world",neutral,22,114,4.428571428571429,10,0,0,0,1,positive
17582,hee hallo,neutral,3,10,4.0,0,0,0,0,1,neutral
17583,"big header folio ( 2 hours, sales yet really impatient lol",negative,18,98,5.0625,4,0,1,0,0,positive
17584,caaaaan`t sleep.....it`s 3.30am! wahhhh... wanna cry,negative,8,56,6.125,1,0,0,1,0,neutral
17585,think boss switzerland week. returns ira gonna awesome,positive,20,94,4.166666666666667,9,0,0,0,2,positive
17586,u planning cardio 1.5 hrs? that`s reasonable whatcha last night?,positive,20,97,4.333333333333333,7,0,0,0,2,positive
17587,wats world x) basketball game best shooter team idk shooter existes lol understand haha,positive,28,131,4.0,12,0,0,0,2,positive
17588,mean makes sad!,negative,11,45,3.5,7,0,0,0,0,negative
17589,cokies arnt real imaginary hav mmmmmmmmmmmm cookie...,positive,13,70,5.2727272727272725,4,0,0,0,2,positive
17590,sigh,neutral,3,7,2.5,0,0,0,0,1,neutral
17591,@ poll : trying work powerpoint avail.,neutral,16,66,3.1875,8,0,0,0,1,neutral
17592,"yeah freedom awesome, great little independent",positive,13,72,5.0,5,0,0,0,2,positive
17593,"cool, mark, song stuck head day. love you, anyway... star wars today? cool",neutral,28,125,3.6296296296296298,11,0,0,1,1,positive
17594,dentist chicks hot thats plus,neutral,11,44,3.7777777777777777,4,0,0,0,1,positive
17595,dang burrito toaster strudle(sp?) tease im still hungry,neutral,13,75,4.846153846153846,5,0,0,0,1,neutral
17596,look forward seeing resume!,neutral,7,35,4.833333333333333,2,0,0,0,1,neutral
17597,"although wolverine wasn`t great movie, don`t think bad everyone saying...& least taylor kitsch",neutral,24,127,4.333333333333333,10,0,0,1,1,negative
17598,realized cool enough ever shout (this player playing on! hahahah),neutral,26,117,3.8333333333333335,11,0,0,2,1,positive
17599,may back later...hope byeeee ****,positive,13,58,4.181818181818182,4,0,0,0,2,neutral
17600,awww thank you! great guy how`s ur weekend far? hugs ****,positive,21,83,3.7058823529411766,6,0,0,2,2,positive
17601,"try catch swarm, gone roof gable end set bait hive hoping best moment",positive,30,123,3.357142857142857,14,0,0,0,2,positive
17602,"increasingly convinced moderately lactose-intolerant given deep abiding love cheese, totally sucks",negative,21,130,5.238095238095238,7,0,0,2,0,positive
17603,big ginger white male cat little female tortoiseshell. indoor cats rule house,neutral,20,103,4.421052631578948,5,0,0,1,1,negative
17604,@_cantus_ hear coffee brewing end,neutral,11,49,3.9,5,0,0,0,1,neutral
17605,"celebrated 18,000 plays last.fm dez moines #tdwp ",positive,11,79,6.2727272727272725,3,1,0,0,2,positive
17606,thanks well impressed much better last one ! must b clean living + gluten free lactose free food,positive,23,114,4.181818181818182,3,0,0,0,2,positive
17607,think running fever feeling well!,negative,11,52,3.8181818181818183,4,0,0,1,0,neutral
17608,would home,neutral,7,22,2.6666666666666665,2,0,0,2,1,neutral
17609,haha took quiz fb missed mcfly one,neutral,13,52,3.3333333333333335,4,0,0,2,1,positive
17610,hit leaving conti... boooooooo..,neutral,14,57,4.4,4,0,0,1,1,neutral
17611,"can`t believe many people think great passed quiz, 'how blond you?' facebook. blond!",neutral,26,125,4.0,9,0,0,3,1,positive
17612,thanxx following,neutral,5,24,5.0,2,0,0,0,1,neutral
17613,wish london personally witness nun run! great idea opening sister act`s new broadway show,positive,24,123,4.166666666666667,8,0,0,1,2,positive
17614,love session 2 king queens,positive,8,33,3.7142857142857144,2,0,1,0,2,positive
17615,air,neutral,3,9,2.3333333333333335,2,0,0,0,1,neutral
17616,"haha amen! im sooo **** hungry... hate knowing weekends gonna ****, supposed great",negative,22,110,4.238095238095238,6,0,0,2,0,positive
17617,"kid, remember searching local video store owner godown , video tape fungus badluck",negative,25,116,4.0,9,0,0,0,0,neutral
17618,can`t sleep... now????,neutral,5,28,4.8,0,0,0,1,1,neutral
17619,happy mothersday,positive,3,17,7.5,0,0,0,0,2,positive
17620,tummy hurts oh noes,negative,5,20,4.0,0,0,0,0,0,neutral
17621,miss one would anything spend 5 min me... one used say tell,negative,26,114,3.423076923076923,14,0,1,0,0,neutral
17622,watching cat hat,neutral,7,30,3.4285714285714284,3,0,0,0,1,neutral
17623,jam session room seeing star trek...again,neutral,13,69,4.384615384615385,7,0,0,0,1,neutral
17624,thought apple store and/or best buy guys wanted on?!,neutral,13,63,4.25,2,0,0,1,1,positive
17625,so... inconclusive. there`s still chance i`ll need surgery. see doctor 3 weeks x-rays.,neutral,20,112,4.65,6,0,1,1,1,neutral
17626,you! sheesh,negative,11,32,3.142857142857143,3,0,0,1,0,neutral
17627,make things fair. poor tiger claws nutz,neutral,14,63,3.8461538461538463,4,0,0,0,1,positive
17628,realized gained 40 pounds last year ,positive,12,70,5.363636363636363,4,0,1,0,2,neutral
17629,hi dougie fan thailand. film `luv ur song much,positive,15,68,3.857142857142857,3,0,0,0,2,positive
17630,por favor!!! need five more! ,neutral,8,60,7.571428571428571,0,0,0,1,1,positive
17631,pics later today ,neutral,10,64,6.111111111111111,4,0,0,0,1,neutral
17632,time life,neutral,8,31,3.0,5,0,0,3,1,neutral
17633,ochh ive blister foot sun today soo sore supose yas dnt care hah thaught tweet anyways,negative,27,122,3.6923076923076925,9,0,0,1,0,neutral
17634,_sunshine figured that... ended taking cousin work rain anyway... hit,neutral,25,107,3.9523809523809526,7,0,0,2,1,neutral
17635,excited! double bio today. don`t straightener hair looks horrendous moment. wtf supposed do?,neutral,25,125,4.391304347826087,8,0,0,2,1,negative
17636,"time relieve stress gym!! someone write speeches, take exams research",neutral,18,100,4.611111111111111,8,0,0,0,1,neutral
17637,didnt text.....,neutral,8,32,3.5714285714285716,1,0,0,1,1,neutral
17638,_**** leaving half 10 ready things,neutral,15,64,3.5714285714285716,5,0,1,1,1,positive
17639,also wishing two lovely mothers & special mother`s day!!! enjoy!,positive,17,83,4.785714285714286,4,0,0,0,2,positive
17640,"stable, faster 2.x working.",neutral,8,42,5.0,2,0,0,0,1,neutral
17641,hey im back on.. msn won`t work darn msn haha. can`t stop thinking 3d movie haha!,neutral,19,92,4.111111111111111,2,0,0,0,1,positive
17642,help!!,neutral,2,7,6.0,0,0,0,0,1,neutral
17643,happy mothers mommies,positive,7,36,4.285714285714286,0,0,0,7,2,positive
17644,made sad..,negative,6,20,3.75,2,0,0,0,0,negative
17645,need xanax none,neutral,7,28,3.142857142857143,3,0,0,1,1,neutral
17646,no! why?,neutral,3,9,3.5,0,0,0,0,1,neutral
17647,would think pres would afraid you`d pun`k,negative,12,55,4.0,3,0,0,1,0,negative
17648,amen that! vitamins made ill felt better started taking them!,positive,19,86,4.0,5,0,0,1,2,positive
17649,love 2 you? xxxx,positive,10,33,3.0,4,0,1,0,2,positive
17650,night,neutral,2,6,5.0,0,0,0,0,1,neutral
17651,red rock lunch colin. couldn`t come. ipa junior freshly made! yum yum yum.,positive,19,90,4.5,3,0,0,1,2,positive
17652,listening dead ocean . actually listened twice row short pleasing,neutral,21,105,4.0476190476190474,7,0,0,1,1,negative
17653,cooked lunch todayy givin` mum relaxin` dayy.,neutral,12,58,4.2727272727272725,4,0,0,0,1,neutral
17654,toooo much outside killen eyes,negative,6,33,4.666666666666667,1,0,0,0,0,neutral
17655,_a4l hey anne! stayed 2 try 2 arrange 4 nyc archies 2 tix 2 concert. logged @ 2.30 fell asleep @ 5am,neutral,30,131,3.4,6,0,5,3,1,neutral
17656,totally bed right now.,neutral,7,35,4.142857142857143,1,0,0,0,1,positive
17657,doesn`t know evening & r e n g work tomorrow sucks.,negative,22,82,2.9047619047619047,6,0,0,8,0,negative
17658,"cougar privacy threatened surveillance increases  sorry, couldn`t help one",negative,16,116,6.733333333333333,4,0,0,0,0,negative
17659,tonight fun,positive,3,15,4.333333333333333,1,0,0,0,2,positive
17660,"sitting altanta. raining boston. yay flying rain, help fear.",neutral,20,106,4.35,9,0,0,0,1,neutral
17661,whats up? im sad didnt text today.,negative,10,40,3.875,1,0,0,0,0,negative
17662,know kristi raleigh... right??,neutral,10,50,4.555555555555555,4,0,0,0,1,positive
17663,oh no. hope feel better soon. hugs. flu earlier month.,positive,16,71,4.0,3,0,0,1,2,positive
17664,"sims 2 owns life lately! lol want sims 3, computer can`t support it.",neutral,20,88,3.6315789473684212,4,0,1,2,1,positive
17665,mango shake made difference. ,neutral,10,60,5.666666666666667,1,0,0,1,1,neutral
17666,great massage! book appointment today 617-262-2220,positive,13,73,5.083333333333333,5,0,0,0,2,positive
17667,forgot people,negative,7,29,3.8333333333333335,3,0,0,1,0,neutral
17668,_m except im site near airport dixon! lil #starbucks gps head hehe,neutral,21,92,3.6,8,1,0,0,1,positive
17669,see traffic northbound? that`s commute ,neutral,10,73,8.0,2,0,0,0,1,neutral
17670,aww poor thing hope goes well!,negative,10,40,3.875,2,0,0,0,0,negative
17671,anytime!.. literally hahaha,neutral,4,28,8.333333333333334,0,0,0,0,1,positive
17672, shot calmin down!,neutral,6,52,7.833333333333333,2,0,0,0,1,negative
17673,coool thanks lot ****,positive,7,25,3.8,1,0,0,0,2,positive
17674,watchin tyra bored always stomach hurts,negative,9,48,5.0,1,0,0,0,0,negative
17675,lol... same!!!,positive,7,28,4.4,1,0,0,1,2,positive
17676,dude. everyone could. wasn`t ment bad..,neutral,9,48,4.444444444444445,3,0,0,0,1,negative
17677,worth spose,positive,5,20,3.2,3,0,0,0,2,positive
17678,brother woke help homework. happy,negative,15,71,3.8,8,0,0,0,0,positive
17679,know. need cd somewhere.. hopefully sell finland.,positive,17,83,4.1875,8,0,0,0,2,neutral
17680, try add new post,neutral,15,67,4.076923076923077,7,0,0,0,1,positive
17681,"welcome twitter really cool here! greetings vienna,austria",positive,16,87,5.538461538461538,5,0,0,0,2,positive
17682,you`re actually read least sign fair!,neutral,17,76,3.75,8,0,0,0,1,positive
17683,uploading pcd onto itunes xd used certian events caused lt sadly,negative,19,90,3.789473684210526,8,0,0,1,0,negative
17684,beatrice?? don`t remember guide,neutral,7,38,5.333333333333333,1,0,0,1,1,neutral
17685,"trying record audio source, maybe need specific program thank hehe",positive,19,91,4.294117647058823,4,0,0,1,2,neutral
17686,_ wish no grrrrrrr,negative,8,40,4.125,3,0,0,2,0,neutral
17687,bah! still work. lol feet hurt nose won`t stop running!,negative,14,68,3.9285714285714284,4,0,0,0,0,positive
17688,_double kind ,neutral,10,59,5.555555555555555,6,0,0,0,1,positive
17689,"happy birthday little sister gee! celebration, article",positive,12,71,5.0,5,0,0,0,2,positive
17690,slpy 2day zzzz,neutral,5,18,3.5,0,0,0,0,1,neutral
17691,would awesome lol,positive,7,27,4.2,2,0,0,0,2,positive
17692,went green yesterday missed another certificate????,neutral,18,85,4.0,6,0,0,4,1,negative
17693,"tweet sometime tomorrow, anothe busy day! goodnight **** chickie! lol!",positive,14,82,5.3076923076923075,2,0,0,2,2,positive
17694,mufasa!!!! warriors ocean! hahahahahaha,positive,7,47,6.833333333333333,2,0,0,1,2,neutral
17695,know! read bt can`t sit outside coz gota answer phone,neutral,18,71,3.375,2,0,0,4,1,neutral
17696,"love humor, reworded it. saying 'group therapy' instead`a 'gang banging'. keeps moms back. hahaha",positive,25,128,4.7272727272727275,5,0,0,2,2,positive
17697,ive greatest boyfriend world. love much.,positive,14,67,3.857142857142857,6,0,0,1,2,positive
17698,"omg, curly hair! cute!",positive,8,36,4.142857142857143,2,0,0,1,2,positive
17699,"urgh, slept work, still done revision im snappy today. total fat",negative,20,100,4.05,7,0,0,1,0,neutral
17700,sorry bout cat !,negative,6,22,3.4,1,0,0,0,0,negative
17701,wii fit couple hours!,neutral,8,34,3.375,3,0,0,0,1,positive
17702,wife can`t guest list tomorrows show doesn`t exist. lame. guess wife show.,negative,23,115,4.043478260869565,8,0,0,2,0,negative
17703,watching rain,neutral,3,16,4.666666666666667,1,0,0,0,1,neutral
17704,"hi, parody iphone hysterical, funny, one cannot play video iphone",neutral,21,113,4.65,9,0,0,0,1,negative
17705,wouldn`t i?,neutral,3,15,4.333333333333333,1,0,0,1,1,neutral
17706,found best songd stuck head relient k songs...i know every word finish,positive,23,112,3.9130434782608696,10,0,0,1,2,positive
17707,?and make pledge you`re it!,neutral,9,45,4.111111111111111,4,0,0,0,1,neutral
17708,u don`t love follow..how night? ;-),neutral,12,52,4.1,4,0,0,0,1,positive
17709,fun early night vegas pool tomorrow,positive,8,47,5.0,1,0,0,0,2,positive
17710,"work, work, work",neutral,3,16,4.666666666666667,0,0,0,0,1,neutral
17711,need fold laundry finish dishes... clean rabbit`s cage too. that`s really needs done... doable,positive,23,129,4.6521739130434785,9,0,0,0,2,positive
17712,: 3 hrs pa ako,neutral,7,20,2.0,1,0,1,0,1,positive
17713,haha should. won`t. lol might miss something.,positive,13,61,4.083333333333333,0,0,0,3,2,positive
17714,way see grandparents,neutral,7,33,3.857142857142857,3,0,0,0,1,neutral
17715,listening someday we`ll know... raining!!!!,neutral,7,51,6.428571428571429,1,0,0,0,1,neutral
17716,kids derbyshire schools string concert buxton opera house today. they`re quite excited,positive,20,116,4.85,7,0,0,0,2,positive
17717,morning.any plans today?,neutral,5,29,6.25,1,0,0,0,1,neutral
17718,"know, wanna finish bsg first",neutral,9,37,3.625,1,0,0,2,1,positive
17719,taking souls friends family watching die nightmare. trust,negative,18,91,4.352941176470588,9,0,0,0,0,neutral
17720,"sure, tell happens pre-chilled watermelon leave car *in tx* week!",negative,30,129,3.8461538461538463,11,0,0,5,0,positive
17721, first 1!,neutral,7,58,8.666666666666666,3,0,0,0,1,positive
17722,stressed fro work drink,negative,8,40,4.125,4,0,0,0,0,neutral
17723,wanna leave 2nd period *cryy*,negative,7,37,4.428571428571429,1,0,0,1,0,neutral
17724,don`t want 3-hour lecture,neutral,9,40,3.5555555555555554,3,0,0,1,1,neutral
17725,lunch soon fave cuzs,positive,9,39,3.875,3,0,0,0,2,neutral
17726,nothing beats spending evening mom,positive,8,45,4.75,3,0,0,0,2,neutral
17727,ur me!,positive,8,28,3.0,4,0,0,0,2,neutral
17728,im hella pushin it...how tha graduation..sorry couldnt smash thru...,negative,13,79,5.583333333333333,3,0,0,0,0,neutral
17729,"really tired, need morning... bed. night all!!!",neutral,16,79,4.0,7,0,0,0,1,negative
17730,knoww da best!,positive,8,25,3.0,3,0,0,0,2,positive
17731,new book pocket ,neutral,6,43,6.333333333333333,2,0,0,0,1,positive
17732,"night all... set twitter thing up. new this, expect come handy.",positive,22,105,3.8181818181818183,7,0,0,1,2,positive
17733,"want conversation, use email/mailing lists. convinced `140 chars less` replies conversation",negative,18,115,5.764705882352941,5,0,0,0,0,negative
17734,feeling sick. headache. bored. tireddd,negative,5,38,6.8,0,0,0,0,0,negative
17735,"thanks, feeling new forest later",positive,10,49,4.444444444444445,3,0,0,0,2,positive
17736,single handedly killed 4 flies crane fly hairbrush!! gonna disinfect now...but bugs beware!!,neutral,22,123,4.636363636363637,6,0,1,1,1,positive
17737,nice meet tonight & thanks!!,positive,10,43,3.7777777777777777,4,0,0,0,2,positive
17738,mouth hurts,negative,2,11,5.0,0,0,0,0,0,neutral
17739,"love war,,easy begin, hard end..fiuuhh...",neutral,10,57,4.8,4,0,0,0,1,positive
17740,that`s halo,neutral,5,18,3.5,2,0,0,0,1,neutral
17741,happy google wave trending. can`t watch video it... certain flash videos blocked company`s network.,positive,22,126,5.0,7,0,0,0,2,positive
17742,"where`s yummiest pan mee? behind dance center, ipoh garden south. miss",negative,18,92,4.411764705882353,4,0,0,0,0,negative
17743,always amusing.,positive,5,24,5.0,1,0,0,0,2,positive
17744,"sooooooo happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt jonas 3d poster dude wasnt im..",negative,21,137,5.85,4,0,0,1,0,positive
17745,today feels friday. bad,negative,8,40,4.125,2,0,0,0,0,negative
17746,"'completely dishwasher safe, except pattern might come off.' blue coat humour best three cheers viz",positive,21,120,5.0,5,0,0,0,2,positive
17747,ice cream crazy mocha ss. means espresso milkshake..,negative,17,86,4.117647058823529,7,0,0,1,0,negative
17748,_august84 haha... may be.. hehe.. might imported. love heat... love playing football hot day....,positive,24,125,4.636363636363637,7,0,0,1,2,positive
17749,"omg-ness 11:18 pm need beup early set garage sale starts 8am, wish said 9am. beat.",negative,26,116,3.5,7,0,0,2,0,positive
17750,broke cigarettes.,negative,4,25,5.5,1,0,0,0,0,neutral
17751,tried something funny twitter failed.,negative,9,50,4.666666666666667,4,0,0,0,0,negative
17752,"weekend, bought lost odyssey, yay ------- however, 360 rrod`ed second time",neutral,18,94,4.8125,4,0,1,1,1,neutral
17753,read status update & wanted 2 b sure follow list hope u r wondefl wkend michael~blessings,positive,26,124,4.125,7,0,1,1,2,positive
17754,"says 2 cards today, eva n clara. thanks, guys. ",positive,14,83,5.384615384615385,2,0,1,0,2,positive
17755,: a okay. missed bullet`s concert toronto last summer `cause gotten d:,neutral,21,113,4.65,6,0,0,2,1,positive
17756,ooh feel sleepy... 10:24 a.m. dont wanna school 2day to...,negative,21,91,3.55,9,0,0,0,0,neutral
17757,"ready, set.... hmmm delay",neutral,4,25,5.5,0,0,0,1,1,positive
17758,sees cry! lol,negative,10,36,3.375,5,0,0,0,0,positive
17759,thanx,positive,2,6,5.0,0,0,0,0,2,neutral
17760,making birthday song special person!!,neutral,8,44,4.625,3,0,0,0,1,positive
17761,consider lucky. hasn`t rained ages. depressing.,negative,15,76,5.636363636363637,3,0,0,0,0,negative
17762,im downloading manually oooiifull.mp4 movie seems way see fully,neutral,18,92,4.411764705882353,8,0,0,0,1,neutral
17763,mmmmmm love curry. don`t oregan though.,positive,10,50,4.555555555555555,2,0,0,1,2,positive
17764,: psh...didn`t even pay though,negative,7,37,4.428571428571429,2,0,0,0,0,neutral
17765,"ohh noo. joshua im sooo sorry ,im really sorry didnt see :``( please forgive sorry <3",negative,27,117,3.64,7,0,0,0,0,negative
17766,ahhh.. others? #hoppusday etc? spazz,negative,14,72,4.538461538461538,6,1,0,0,0,neutral
17767,mood,positive,5,17,2.6,3,0,0,0,2,neutral
17768,: ok suppose 2b followfriday unfollow friday aw well nice tweeters anyway! <-almost doesnt sound right...lol;),positive,21,126,5.3,3,0,0,1,2,positive
17769,haha aww hun bet creative,positive,13,50,3.4545454545454546,6,0,0,0,2,positive
17770,loudly said something & coworker replied 'i dont know brian klemm! even love brian klemm!' ( _0_tronic ),neutral,23,116,4.2727272727272725,2,0,0,1,1,positive
17771,maybe statue sainthood seeking. win-win all. can`t victim people.,negative,24,119,4.363636363636363,10,0,0,0,0,negative
17772,extremly deep,neutral,2,13,6.0,0,0,0,0,1,neutral
17773,oh noooo sucks reschedule another show?,negative,12,58,4.7,3,0,0,0,0,negative
17774,"im sure s`okay, ill save $$ u know weiss mine.",neutral,18,73,3.5,6,0,0,0,1,neutral
17775,can`t think way express 140 chars disspointed advertising lifehacker`s didn`t buy mac article.,negative,27,136,4.074074074074074,9,0,1,4,0,neutral
17776,dnt think ever tired of'the climb'its 1 sngs u`ll always remember ...,neutral,21,97,4.052631578947368,6,0,1,0,1,negative
17777,wanna see mama hasn`t called back yet mama...mama!!!,negative,14,69,4.3076923076923075,4,0,0,2,0,neutral
17778,bored. internet. haven`t made downtown beach yet.,negative,14,71,4.142857142857143,4,0,0,1,0,negative
